"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"13355",13355,"charles",1322837917,625303,"02/12/2011 14:58","no",131,118,16,-1.77,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.13,-0.15,-24,63,-160,25,603,-329,-43.7,-18,-16.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-0.53,0.9,101,-110,-26,690,0,214,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-72.6,17.1,-161,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.95,-0.13,-454,-266,-14,-487,-287,159,"D"
"13363",13363,"charles",1322837918,40427,"02/12/2011 14:58","no",132,119,16.3,-2.31,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,-19,63,-164,19,594,-333,-42.6,-15,-29.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-1.12,1.3,13,-88,-13,582,85,375,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-68.4,31,-156,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,1.54,0.1,-433,-155,-4,-593,-107,267,"D"
"13364",13364,"charles",1322837918,84292,"02/12/2011 14:58","no",132,119,16.3,-2.34,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,-19,62,-166,25,598,-336,-41.2,-13.5,-31.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,-1.19,1.39,12,-87,23,565,95,392,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-67.8,32.4,-155,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,1.48,0.05,-425,-149,-1,-600,-78,286,"D"
"13369",13369,"charles",1322837918,285203,"02/12/2011 14:58","no",132,119,16.3,-2.25,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.13,-0.2,-24,64,-166,22,601,-324,-35.4,7.01,-60.7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,-1.12,0.11,-172,-33,49,199,238,590,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-48.5,50.8,-129,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,1.65,0.26,-391,-32,34,-690,248,493,"D"
"13370",13370,"charles",1322837918,388286,"02/12/2011 14:58","no",132,118,16.5,-2.41,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.21,-17,59,-162,17,599,-330,-40.7,17.2,-75.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,-1.08,0.94,-247,-41,56,-47,256,634,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-32.2,56.5,-111,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,1.49,0.34,-385,34,26,-699,410,571,"D"
"13380",13380,"charles",1322837918,684337,"02/12/2011 14:58","no",132,118,16,-2.04,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,-21,63,-163,22,600,-325,-42.3,23.6,-86.6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,0.16,0.03,-282,-27,101,-179,271,622,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,14.7,57.8,-60.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,1.2,0.03,-273,116,40,-585,652,623,"D"
"13388",13388,"charles",1322837919,160440,"02/12/2011 14:58","no",133,118,16.2,-2.41,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-0.21,-20,62,-164,23,600,-314,-41.7,-2.78,-35.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,-0.14,0.44,-22,-105,-24,553,64,414,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,0.4,61.2,-73.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-1.3,-0.16,-315,130,31,-637,585,603,"D"
"13390",13390,"charles",1322837919,196298,"02/12/2011 14:58","no",133,118,16.2,-2.35,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-0.2,-20,62,-161,22,600,-315,-42.7,-3.2,-33.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.37,0.51,-3,-100,-26,568,57,396,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-7.39,61.6,-81.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-1.59,-0.28,-323,117,29,-655,547,588,"D"
"13394",13394,"charles",1322837919,360344,"02/12/2011 14:58","no",133,118,16.3,-2.48,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.15,-21,63,-160,22,605,-329,-43.3,-5.36,-31.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.66,0.74,30,-78,25,590,59,363,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-43,55,-116,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-1.91,-0.48,-366,-10,45,-701,343,551,"D"
"13402",13402,"charles",1322837919,608345,"02/12/2011 14:58","no",133,118,16.3,-2.54,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.2,-21,62,-160,24,601,-334,-46.6,-9.92,-22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.1,0.69,82,-98,36,656,10,281,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-66.6,36.4,-145,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-1.56,-0.28,-435,-115,12,-626,-28,332,"D"
"13413",13413,"charles",1322837920,88319,"02/12/2011 14:58","no",134,118,16,-2.17,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.15,-25,63,-159,22,597,-333,-62.9,-26.5,16.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,-0.35,0.97,150,-167,-158,708,-84,-154,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-76.3,13.5,-161,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,0.5,-0.2,-422,-294,-7,-425,-354,152,"D"
"13417",13417,"charles",1322837920,312299,"02/12/2011 14:58","no",134,118,16.1,-2.57,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.15,-20,62,-164,26,601,-332,-61.1,-30.4,23.5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,-0.61,0.72,155,-128,-225,676,-96,-226,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-75.1,21.8,-159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,1.2,-0.13,-455,-246,-6,-507,-252,208,"D"
"13439",13439,"charles",1322837923,288308,"02/12/2011 14:58","no",135,120,16,-0.95,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.1,-0.15,-21,60,-166,21,598,-341,-37.4,-11.2,-41.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,-0.9,0.69,-31,-48,46,505,148,443,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,121.3790712,29.50386198,-19.50863023,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.21,0.02,9,29,-6,-364,502,-70,-17.8,67.6,-91,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,1.83,0.16,-331,50,39,-682,455,565,"D"
"13441",13441,"charles",1322837923,392288,"02/12/2011 14:58","no",135,120,16.2,-1.09,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,-0.2,-21,64,-167,19,595,-343,-37.4,-5.26,-47.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,-0.8,0.71,-39,-58,49,429,158,504,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2280531,50.24148996,-24.31608692,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.34,0.2,16,28,-8,-354,512,-82,8.1,66.7,-64.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.57,0.43,-302,84,49,-653,567,595,"D"
"13446",13446,"charles",1322837923,488327,"02/12/2011 14:58","no",135,119,16.2,-1.23,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,-0.2,-17,62,-164,18,601,-335,-36.2,0.33,-54.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,-0.82,0.94,-95,-47,75,318,186,560,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.33085196,14.32298874,-97.53457648,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.21,-0.02,5,19,-29,-338,519,-77,30.3,62.8,-43.2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,1.03,0.48,-275,132,40,-594,640,591,"D"
"13453",13453,"charles",1322837923,860310,"02/12/2011 14:58","no",135,119,15.6,-0.13,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.11,-19,62,-161,23,594,-330,-36.1,-2.58,-48.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,0,0.64,-70,-53,76,402,164,523,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3958973,25.42639429,-29.78392402,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.19,0,6,22,-7,-380,492,-50,36.4,62.7,-33.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.8,-0.2,-292,147,20,-578,645,562,"D"
"13458",13458,"charles",1322837923,977349,"02/12/2011 14:58","no",135,119,15.7,-0.18,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.1,-0.16,-19,65,-162,29,594,-334,-37.5,-9.99,-38.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,-0.08,0.89,-9,-75,61,540,123,407,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.77150338,37.03710885,54.344494,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,0,0.3,7,15,10,-383,480,-44,16.4,68.1,-52,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-1.49,-0.39,-320,133,28,-636,572,556,"D"
"13476",13476,"charles",1322837924,896294,"02/12/2011 14:58","no",136,119,16.5,-0.24,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.16,-23,64,-160,17,602,-331,-72.3,-36.2,27.1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,-0.63,0.87,157,-145,-214,672,-70,-237,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.05063771,-83.72150032,59.08727501,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,0,-4,2,3,-414,469,-40,-84.3,18.3,-154,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-0.31,-0.26,-433,-308,-29,-425,-385,117,"D"
"13477",13477,"charles",1322837924,896329,"02/12/2011 14:58","no",136,119,16.5,-0.29,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.16,-21,62,-160,18,600,-321,-71.7,-36.1,26.1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.66,0.82,157,-147,-212,679,-71,-236,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,78.03475725,-10.06737536,78.03475725,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,-0.02,-1,7,7,-412,466,-36,-84.6,18.2,-154,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.08,-0.26,-409,-310,-27,-415,-391,116,"D"
"13479",13479,"charles",1322837925,32398,"02/12/2011 14:58","no",137,119,16.6,-0.26,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.13,-21,63,-161,12,597,-331,-66,-35.2,17.8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,-0.85,1.1,149,-135,-190,706,-56,-158,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.36726622,30.62773692,90.09699891,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.26,0.05,5,9,13,-400,474,-41,-84.2,22.1,-153,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.77,0.18,-425,-258,-1,-454,-339,145,"D"
"13491",13491,"charles",1322837925,716350,"02/12/2011 14:58","no",137,120,16.2,0.71,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.15,-26,63,-165,19,592,-327,-38.4,-12.2,-41.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,-0.83,0.92,-15,-73,56,505,134,451,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3420837,42.94222042,19.55382783,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.1,-0.05,15,32,7,-360,504,-57,-37.9,71.8,-107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,2.04,0.67,-361,46,21,-690,360,479,"D"
"13497",13497,"charles",1322837925,916392,"02/12/2011 14:58","no",137,120,16.2,0.75,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.1,-0.16,-23,63,-165,22,595,-341,-39.5,-2.76,-52.7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.53,0.54,-57,-66,100,340,137,562,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,115.9731779,41.10645474,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.27,0.25,17,39,0,-335,520,-80,30.6,69.6,-37.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,1.3,0.07,-310,86,25,-628,586,573,"D"
"13498",13498,"charles",1322837925,952294,"02/12/2011 14:58","no",137,120,16.2,0.75,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.08,-0.18,-23,62,-164,25,598,-330,-39.4,-2.51,-53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.56,0.8,-58,-69,104,335,149,568,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8979119,55.73395878,6.351432768,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.27,0.38,25,40,3,-339,517,-79,33.4,68.6,-34.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,1.25,0.11,-301,86,34,-611,602,570,"D"
"13500",13500,"charles",1322837926,48444,"02/12/2011 14:58","no",138,120,16.3,0.78,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.18,-25,62,-163,18,598,-337,-38.2,-2.74,-53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.48,1.25,-56,-57,108,341,151,554,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,95.35902089,45.86067506,-38.20240478,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.32,0.41,19,35,-16,-325,536,-86,42.3,65.8,-26.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,1.06,0.46,-300,128,34,-596,630,570,"D"
"13506",13506,"charles",1322837926,232369,"02/12/2011 14:58","no",138,119,16.3,0.39,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.14,-0.2,-21,64,-163,22,598,-332,-39.9,-7.23,-45.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,-0.1,0.51,-45,-70,83,445,112,501,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.4225829,55.21173932,-11.42683324,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.13,-0.31,23,37,-5,-318,532,-81,46.8,63.1,-19.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.21,-0.07,-295,121,30,-576,657,571,"D"
"13524",13524,"charles",1322837926,868321,"02/12/2011 14:58","no",138,119,16.8,0.42,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-0.2,-23,64,-160,24,589,-341,-75.4,-32,23.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,-0.32,0.62,153,-157,-182,694,-98,-169,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7288396,41.90027766,33.93529624,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.05,0.05,11,23,9,-362,499,-68,-80.7,45.5,-143,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-1.4,-0.21,-451,-141,7,-610,-84,277,"D"
